 ,Text,Classificacao
#VALUE!,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/B8Z8MoRFCx ,Positivo
#VALUE!,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/L2L96wECDB ,Positivo
#VALUE!,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/kLjCJ357gS https://t.co/J0QSGZEjkG ,Positivo
#VALUE!,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/FYn8kBvefK ,Positivo
#VALUE!,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/LoHjRpi0o2 #OperaçãoBetaLab https://t.co/RMweRtf2q0 ,Positivo
#VALUE!,"Contratação de professores começa nesta terça-feira em Juiz de Fora: Na primeira chamada, serão convocados…… https://t.co/OeWUYnaj8Z ",Positivo
#VALUE!,Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/mSwfabGkwW https://t.co/iKYKdcgL7w ,Positivo
#VALUE!,Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/fEs5iQNH3E ,Positivo
#VALUE!,Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/j4jeQ4HC3k ,Positivo
#VALUE!,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/vPvK6gnQlV ,Positivo
#VALUE!,@ElsonRego1: Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/vPvK6gnQlV ,Positivo
#VALUE!,Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/71acl8cSXc ,Positivo
#VALUE!,"Aprender uma nova língua é uma das metas para 2017? Não perca tempo, escolha uma escola de idiomas e matricule-se! https://t.co/z483yA6M2k ",Positivo
#VALUE!,O uso do rádio como ferramenta pedagógica.Confira. https://t.co/7HQnASyJsF ,Positivo
#VALUE!,"Amanhã, dia 03/01, às 14h00, no Auditório da Escola Municipal Dr. Lund, a Secretaria Municipal de Saúde de Lagoa... https://t.co/3oYDsHjVaP ",Positivo
#VALUE!,Contratação de professores começa nesta terça-feira em Juiz de Fora #G1 https://t.co/eETPtAgXCW ,Positivo
#VALUE!,#EducaçãoMG Horta escolar incentiva educação ambiental e alimentação saudável na rede pública estadual.… https://t.co/ZFOFxxiXTu ,Positivo
#VALUE!,"Designação 2017 será feita via web em sistema informatizado para todos os cargos, exceto para PEB regente de aulas.… https://t.co/2KTmmC7nRG ",Positivo
#VALUE!,"@governomg: Designação 2017 será feita via web em sistema informatizado para todos os cargos, exceto para PEB regente de aulas. https://… ",Positivo
#VALUE!,"@governomg: Designação 2017 será feita via web em sistema informatizado para todos os cargos, exceto para PEB regente de aulas. https://… ",Positivo
#VALUE!,Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/T7LQdpjlrV ,Positivo
#VALUE!,"Exposições, caminhadas e oficinas animam férias no Museu de História Natural. Acesse e saiba como participar: https://t.co/uJch2kMQ6p ",Positivo
#VALUE!,Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/Z7xuL3a5CY ,Positivo
#VALUE!,Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/Sf1AiqmgJ7 ,Positivo
#VALUE!,@bibliotecafoa: Aluno de mestrado em Divinópolis desenvolve método de diagnóstico de câncer de boca. #saúdebuxal #câncerbucal... https:/… ,Positivo
#VALUE!,Aluno de mestrado em Divinópolis desenvolve método de diagnóstico de câncer de boca https://t.co/3A40AGGIKg ,Positivo
#VALUE!,@PMMG190 - Processo Seletivo para designação - CTPM/2017 https://t.co/LGeSSioLxA ,Positivo
#VALUE!,"O jornal ""Estado de Minas"" fez uma matéria sobre aplicativos e sites para estudar para o ENEM. O #EstudaVest... https://t.co/h8BIOzhsUn ",Positivo
#VALUE!,Processo Seletivo Simplificado da Secretaria Municipal de Educação e Cultura de Alfenas (Ensino Médio Completo) https://t.co/msBxVKBzlC ,Positivo
#VALUE!,"Curso Introdutório de Educação em Valores Humanos, em Brumadinho, MG, 2017
https://t.co/hBhVsHRXBQ ",Positivo
#VALUE!,IF Sudeste de Minas Gerais abre seleções para Professores https://t.co/pb25mjle41 https://t.co/tS4SYrMbMr ,Positivo
#VALUE!,"""Representando mais uma ferramenta de monitoramento da educação da rede estadual em Minas, a Secretaria de Estado... https://t.co/brsfBqHXlQ ",Positivo
#VALUE!,FINALMENTE! Educação implantará diário eletrônico em 2017 >> https://t.co/OHbfDO7UtV ,Positivo
#VALUE!,Secretaria de Educação de MG abre processo para contratar designados - Politica - Estado de Minas https://t.co/z09KztNIPS ,Positivo
#VALUE!,@odelmoleao: Reunião c/ vários secretários p/ discutirmos as ações q serão tomadas no volta às aulas da rede municipal: https://t.co/eMv… ,Positivo
#VALUE!,Alckmin e Doria anunciam integração das redes de Educação de São Paulo - Nacional - Estado de Minas https://t.co/SzFjdabEHj ,Positivo
#VALUE!,"Remuneração pode chegar a R$ 4.218,33 para funções que exigem ensino fundamental incompleto na Prefeitura de Luz,... https://t.co/ZNV5NTRNo1 ",Positivo
#VALUE!,"Minas Gerais - Curso de Educação em Valores Humanos 2017
https://t.co/smwyjKqh21 Compartilhe!!!
#sathyasai… https://t.co/JSev2T1sQu ",Positivo
#VALUE!,Secretaria de #Educação de MG abre processo para #contratar designados https://t.co/YJTOk6YVXn ,Positivo
#VALUE!,Secretaria de #Educação de MG abre processo para #contratar designados https://t.co/cQcq3J7FaM ,Positivo
#VALUE!,em_com: Secretaria de #Educação de MG abre processo para #contratar designados https://t.co/XiKlQqb6O4 #timbeta #sdv ,Positivo
#VALUE!,Saúde Bucal orienta alunos da Escola Dona Duca: https://t.co/KtAluNRI5Q https://t.co/V4HWHS6RMf ,Positivo
#VALUE!,#brasilmetropole Escola do Legislativo é tema de mestrado na Universidade de Portugal https://t.co/ywTh1admJj ,Positivo
#VALUE!,Escola do Legislativo é tema de mestrado na Universidade de Portugal https://t.co/owaT3FHztK #SuldeMinas https://t.co/kTaVxgT9Zs ,Positivo
#VALUE!,Escola do Legislativo é tema de mestrado na Universidade de Portugal https://t.co/gAO3jRnGrE https://t.co/N7UtRudlE7 ,Positivo
#VALUE!,Resgate de memória ferroviária em Minas Gerais é o objetivo do projeto de alunos que já rendeu até documentário https://t.co/3wdiW6qhxY ,Positivo
#VALUE!,"O Governo de #Minas vai liberar R$ 770.452,56 para obras na #Escola Est. Pedro Lessa, em São Miguel do Anta. Saiba… https://t.co/rpDkVCLPAJ ",Positivo
#VALUE!,"@ReginaldoLopes: O Governo de #Minas vai liberar R$ 770.452,56 para obras na #Escola Est. Pedro Lessa, em São Miguel do Anta. Saiba +
ht… ",Positivo
#VALUE!,"@ReginaldoLopes: O Governo de #Minas vai liberar R$ 770.452,56 para obras na #Escola Est. Pedro Lessa, em São Miguel do Anta. Saiba +
ht… ",Positivo
#VALUE!,Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/6aNTYXXq9X ,Positivo
#VALUE!,"New post: ""Processo de designação de professores estaduais em Minas será feito pela internet"" https://t.co/DihO7ckmeO ",Positivo
#VALUE!,#timbeta #globo Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/2NXGZ5U9br #OperacaoBetaLab… ,Positivo
#VALUE!,Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/dSjtXrCnG4 #SomosTodosDilma #Raynniere #Buy… ,Positivo
#VALUE!,Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/dsQxRAGHuJ https://t.co/MFue5hpChc ,Positivo
#VALUE!,Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/3cVCxoBh1q https://t.co/MXyQFhvQdW ,Positivo
#VALUE!,Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/8WSRSVR9Jz https://t.co/AQzxbhkBq4 ,Positivo
#VALUE!,Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/HMjxuMpNHq ,Positivo
#VALUE!,Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/gFOARxFrPO ,Positivo
#VALUE!,"""Expectativa muito boa. É um professor novo, que tem muito a acrescentar. Espero que 2017 possa ser um ano... https://t.co/r6QJOyNH9h ",Positivo
#VALUE!,Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/bA9isNpqLK https://t.co/oHbUMzXUFw ,Positivo
#VALUE!,Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/5agETRLxoC https://t.co/v988WKiIDL ,Positivo
#VALUE!,Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/Qo5MTch039 https://t.co/QOdDicM8un ,Positivo
#VALUE!,Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/3tNzy89VP5 https://t.co/tSEjAIuCMr ,Positivo
#VALUE!,"@Voz_doGalo: ""Expectativa muito boa. É um professor novo, que tem muito a acrescentar. Espero que 2017 possa ser um ano... https://t.co/… ",Positivo
#VALUE!,Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/HMjxuMpNHq ,Positivo
#VALUE!,"@ReginaldoLopes: O Governo de #Minas vai liberar R$ 770.452,56 para obras na #Escola Est. Pedro Lessa, em São Miguel do Anta. Saiba +
ht… ",Positivo
#VALUE!,Secretaria de #Educação de MG abre processo para contratar designados https://t.co/ql0GniRPjw ,Positivo
#VALUE!,Secretaria de #Educação de MG abre processo para contratar designados https://t.co/RpMP7oLCKm ,Positivo
#VALUE!,em_com: Secretaria de #Educação de MG abre processo para contratar designados https://t.co/5J1OiLySvG #timbeta #sdv ,Positivo
#VALUE!,"@ReginaldoLopes: O Governo de #Minas vai liberar R$ 770.452,56 para obras na #Escola Est. Pedro Lessa, em São Miguel do Anta. Saiba +
ht… ",Positivo
#VALUE!,Aluno de mestrado em Divinópolis desenvolve método de diagnóstico de câncer de boca. #saúdebuxal #câncerbucal... https://t.co/RmmVbf5Z64 ,Positivo
#VALUE!,"Sem educação, saúde, cidadania: Índios não existem para a sociedade, diz…… https://t.co/uGhNQyRfNZ ",Positivo
#VALUE!,@junior_code: Aluno de mestrado em Divinópolis desenvolve método de diagnóstico de câncer de boca https://t.co/fDThlDkjhV https://t.co/F… ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/osEVHhvNkp #TimBeta ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/EZd3GCt7zA #noticias ,Positivo
#VALUE!,"New post: ""Prefeitura de Juiz de Fora divulga convocação para educação infantil"" https://t.co/JGd7YMbLWN ",Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/HLnuYBUVbM https://t.co/4u71GgqBIn ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/AhT2LSBGPP ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/4l5WR0j6zR ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/ZDjIVG29pl ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/C7tm8sEJYL ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/LHrZbiT7Hi https://t.co/peJBKpdV0E ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/Y9c6iz64zV ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/HtYMTJZFts https://t.co/bW7Nn71BPx ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/dJkC9afUWl https://t.co/jU6XoCPvcS ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/YEzosG8920 https://t.co/uVadl4WYM8 ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/wT9XRJdJum #OperaçãoBetaLab https://t.co/ZLl00aR2b4 ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil: Primeira lista é de candidatos que optaram…… https://t.co/ifGpdv6LQU ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/ITcQ0zwe6K https://t.co/Xv5JuiyDgM ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/U3wA0EgA7v #SomosTodosDilma #Raynniere #BuyRaynniereOnIt… ,Positivo
#VALUE!,#timbeta #globo Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/Aa3lDZkjrn #OperacaoBetaLab #Sigodevolta ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/F0hdK6vYg5 https://t.co/taBKBpsxsP ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/ty5E06x2zf https://t.co/oh6ymhZSns ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/aBkfbzJLCX https://t.co/dEoahRJRyP ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/5jwpDbkKV4 https://t.co/8ILndUeAQK ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/wNCqYkLI95 https://t.co/FwhflSMI3O ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/PXarSqU9DH https://t.co/wIdNaFNxqe ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/b83dszsbLB ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/RNa7CalNDS ,Positivo
#VALUE!,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/b83dszsbLB ,Positivo
#VALUE!,@iuripohl: Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/osEVHhvNkp #TimBeta ,Positivo
#VALUE!,"Governo anuncia ensino integral em três escolas estaduais do Triângulo
 #G1 https://t.co/SwDI5wZcKF ",Positivo
#VALUE!,CRONOGRAMA DE DESIGNAÇÃO EM 2017 PARA AS ESCOLAS PÚBLICAS ESTADUAIS DE MINAS. https://t.co/jA7GrUVykL ,Positivo
#VALUE!,CRONOGRAMA DE DESIGNAÇÃO EM 2017 PARA AS ESCOLAS PÚBLICAS ESTADUAIS DE MINAS. https://t.co/uxU3YExDPD ,Positivo
#VALUE!,A #UFMG publicou edital nº 586/2016 de #concurso vaga de #Professor de Língua Inglesa #Vaga https://t.co/VznbnlyQbf ,Positivo
#VALUE!,"Umeis de Belo Horizonte abrem 1,29 mil vagas - Educação - Estado de Minas https://t.co/1MREuCfyr7 ",Positivo
#VALUE!,Secretaria de Educação faz reformulações para economizar verbas; 30 cargos comissionados foram extintos… https://t.co/UgnAC3z8LR ,Positivo
#VALUE!,Projeto desenvolvido em escola de dança em Uberaba gera resultados positivos https://t.co/FgA4ZQ4MaH https://t.co/dbQ3qifJe5 ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/FFedAlfAHS https://t.co/KCS3UUfDxV ,Positivo
#VALUE!,"#EducaçãoMG Projeto ajuda a despertar nos estudantes o interesse pela poesia.
saiba mais: https://t.co/xOgVfJtMCR https://t.co/P6kA9qFSAI ",Positivo
#VALUE!,O Ibmec/MG alcançou um percentual incrível no exame da OAB: 80% de nossos alunos foram aprovados! Saiba mais:… https://t.co/uNmHoCnuRe ,Positivo
#VALUE!,Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/RT0NOvrbL5 ,Positivo
#VALUE!,"@governomg: Designação 2017 será feita via web em sistema informatizado para todos os cargos, exceto para PEB regente de aulas. https://… ",Positivo
#VALUE!,"@governomg: Designação 2017 será feita via web em sistema informatizado para todos os cargos, exceto para PEB regente de aulas. https://… ",Positivo
#VALUE!,"@governomg: Designação 2017 será feita via web em sistema informatizado para todos os cargos, exceto para PEB regente de aulas. https://… ",Positivo
#VALUE!,"@governomg: Designação 2017 será feita via web em sistema informatizado para todos os cargos, exceto para PEB regente de aulas. https://… ",Positivo
#VALUE!,Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/BPoPpRWhka ,Positivo
#VALUE!,"@daniportista_10: a partir de amanhã vou-me empenhar a 100% na escola, preciso de subir as notas ",Positivo
#VALUE!,"@EducacaoMinas: Exposições, caminhadas e oficinas animam férias no Museu de História Natural. Acesse e saiba como participar: https://t.… ",Positivo
#VALUE!,"@governomg: Designação 2017 será feita via web em sistema informatizado para todos os cargos, exceto para PEB regente de aulas. https://… ",Positivo
#VALUE!,"@Vpcrlqtfd: Sei que a escola é o que fará de nós pessoas de sucesso, mas acho que também exige mt de nós, é gnd massacre psicológico ",Positivo
#VALUE!,São mais de 200 vagas disponíveis para candidatos de todos os níveis de ensino. https://t.co/IasuCHX7TI ,Positivo
#VALUE!,@iuripohl: Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/YPBUiZqrsO #TimBeta ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/hVUKyzk4FA ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/PVSTnkw1gp https://t.co/NpNM97V4yW ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/MyRia0T2sw https://t.co/LqJTR7V5ir ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/djaGXT6ToG https://t.co/ykPUQQY22W ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/zfmxI1O2RF https://t.co/hL55xp94Px ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/Gw62w9lt71 https://t.co/C5ihb9Z2zR ,Positivo
#VALUE!,"Governo anuncia ensino integral em três escolas estaduais do Triângulo
 https://t.co/X0kYZKbTrD #SomosTodosDilma #Raynniere #BuyRaynniereO… ",Positivo
#VALUE!,"#timbeta #globo Governo anuncia ensino integral em três escolas estaduais do Triângulo
 https://t.co/41HAf0Ll3e #OperacaoBetaLab #Sigodevo… ",Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/RBO4FNNhIS ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/uGdsjAgIlJ ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/FRABcAjIBJ ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/jLvqrYk71X ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/t3WCDRVp65 https://t.co/dvAzL85pJ9 ,Positivo
#VALUE!,"Governo anuncia ensino integral em três escolas estaduais do Triângulo: Unidades são em Uberlândia, Ituiutaba e…… https://t.co/T9s7hlB79J ",Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/2RooWlAG6u #OperaçãoBetaLab https://t.co/X3ahin2Dsc ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/7cZoCuqfZQ https://t.co/RVttUYKyXU ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/TPhK5VC0gc ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/FCCYc8tSD2 https://t.co/OdELTsTlIw ,Positivo
#VALUE!,"Governo anuncia ensino integral em três escolas estaduais do Triângulo
 https://t.co/PidW5KP6IK #TimBeta ",Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/8YRcYCwGoV https://t.co/d9jBy3Vpxh ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/LC510z7c9j https://t.co/jdySm1mSqv ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/S54Kw0TMuZ https://t.co/4hRBcKOdCQ ,Positivo
#VALUE!,"Governo anuncia ensino integral em três escolas estaduais do Triângulo
 https://t.co/YWFcmG3oPv #noticias ",Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/LKLhPiTTai https://t.co/xT5rihcdkC ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/K08vOGsftF ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/i9nslzO7VB ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/oFw98B4REl ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/3X9kktUK8d ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/yKGERRkjZS ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/PWJetHxFjb ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/U11zAhqhYD ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/i9nslzO7VB ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/FeywcnFrtV https://t.co/nYGHOj7DhC ,Positivo
#VALUE!,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/FIteCQiYIY https://t.co/pwEEHygp0w ,Positivo
#VALUE!,@RadioAlvorada: Lei que pune aluno que depredar escola é sancionada pelo governador de Minas. #PainelAlvorada ,Positivo
#VALUE!,O Coren-MG lança hoje o seu Programa de Educação Permanente. Faça já cursos e palestras grátis com certificação.… https://t.co/QyXmyUWHft ,Positivo
#VALUE!,Processo seletivo Prefeitura de Nova Serrana MG 2017: Edital abre vagas na Educação https://t.co/Kjv0MTMrdP ,Positivo
#VALUE!,Processo seletivo Prefeitura de Nova Serrana MG 2017: Edital abre vagas na Educação: Entre… https://t.co/ufZzUCyjhw ,Positivo
#VALUE!,Chamada para designação na Educação de MG 03/01/2017. https://t.co/K81xpTMwuL ,Positivo
#VALUE!,Alunos desocupam colégio da UFJF para não afetar conclusão do 3º ano https://t.co/n1YGGYnhOq ,Positivo
#VALUE!,Professores da UFJF e do IF Sudeste decidem pelo fim da greve https://t.co/hRcpBYVEvQ ,Positivo
#VALUE!,@RafaelC23516587: Professores da UFJF e do IF Sudeste decidem pelo fim da greve https://t.co/hRcpBYVEvQ ,Positivo
#VALUE!,@RafaelC23516587: Alunos desocupam colégio da UFJF para não afetar conclusão do 3º ano https://t.co/n1YGGYnhOq ,Positivo
#VALUE!,Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/O6hSNoGHjD ,Positivo
#VALUE!,Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/kbHq4u8YEF https://t.co/0pkpIUH91B ,Positivo
#VALUE!,Processo de designação de professores estaduais em Minas será feito pela…… https://t.co/woAklZQp79 ,Positivo
#VALUE!,São João Nepomuceno encerra inscrições para processo seletivo: Vagas são para profissionais da educação; veja…… https://t.co/3bua3FwnBJ ,Positivo
#VALUE!,"@diariopopularRS: Hospital Escola da @UFPel inaugura amanhã, 17h, Contêiner Data Center, que armazena e protege dados da Instituição htt… ",Positivo
#VALUE!,Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/VN62Nm8lqO #TimBeta ,Positivo
#VALUE!,Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/13YCB1qASU ,Positivo
#VALUE!,Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/8JLrKjstm9 https://t.co/3C2YUHN30J ,Positivo
#VALUE!,Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/K8H4CzCDia ,Positivo
#VALUE!,Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/LxPYOLjT9d ,Positivo
#VALUE!,Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/xgcJ0MBnOL #OperaçãoBetaLab https://t.co/XqYAe9eYtp ,Positivo
#VALUE!,Secretaria de Educação de Formiga abre novo processo seletivo: Interessados podem se inscrever pela internet até as… https://t.co/nDiEaBGiVk ,Positivo
#VALUE!,Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/WBjehJ8v3W https://t.co/x9GrDB43x5 ,Positivo
#VALUE!,Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/sPCdDSWeBf #noticias ,Positivo
#VALUE!,Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/GliuBVk37W ,Positivo
#VALUE!,Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/Bs3MTS0zYB https://t.co/QEtnrpx3Hn ,Positivo
#VALUE!,Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/tsJQmc4ZQD Siga @TeleVansBH https://t.co/SwEWvDGdt7 ,Positivo
#VALUE!,Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/OwQdfiEJX3 Siga @TeleVansBH https://t.co/2Al1DjIqhL ,Positivo
#VALUE!,Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/hrZxa9pj59 https://t.co/rzxggtOUkS ,Positivo
#VALUE!,"New post: ""Secretaria de Educação de Formiga abre novo processo seletivo"" https://t.co/usavULkXs8 ",Positivo
#VALUE!,Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/WjfLf0N6PS ,Positivo
#VALUE!,#timbeta #globo Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/OtP9FR3dTr #OperacaoBetaLab #Sigodevolta ,Positivo
#VALUE!,Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/4J2zEYlnPx #SomosTodosDilma #Raynniere #BuyRaynniereOnItunes ,Positivo
#VALUE!,Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/GliuBVk37W ,Positivo
#VALUE!,Secretaria de Educação de Formiga abre novo processo seletivo #G1 https://t.co/6ZcHwo9W1x ,Positivo
#VALUE!,São mais de 200 vagas disponíveis para candidatos de todos os níveis de ensino https://t.co/7I1WXXsglQ ,Positivo
#VALUE!,Passou em 2º lugar: Morador de rua estudou só na praça e agora é… https://t.co/fF7KFpGqbN… https://t.co/Fk2W3rguNX ,Positivo
#VALUE!,#Detran-MG realiza ações de educação de #trânsito durante mês de fevereiro https://t.co/8QbrKKPlXV https://t.co/q78mVNrEr6 ,Positivo
#VALUE!,#Detran-MG realiza ações de educação de #trânsito durante mês de fevereiro https://t.co/nGAYGaX4lG https://t.co/loT1aobFa6 ,Positivo
#VALUE!,#Detran-MG realiza ações de educação de #trânsito durante mês de fevereiro https://t.co/VzTbKAuWdt https://t.co/PlZi8gei6Z ,Positivo
#VALUE!,#Educação: Uaitec investe para que Minas Gerais se torne referência em Tecnologia da Informação: https://t.co/FG01c9VDFq ,Positivo
#VALUE!,"A Polícia Civil de Minas Gerais realiza ações de educação de trânsito em BH, incentivando motoristas e pedestres... https://t.co/YZc95xUcWL ",Positivo
#VALUE!,"A Polícia Civil, por meio do Departamento de Trânsito de Minas Gerais (Detran-MG), realiza ações de educação de... https://t.co/1PgNDJvpfE ",Positivo
#VALUE!,"APAE de Pará de Minas reiniciará transporte de alunos, após prefeitura liberar o abastecimento dos veículos https://t.co/3XvQr9FjPq ",Positivo
#VALUE!,"APAE de Pará de Minas reiniciará transporte de alunos, após prefeitura liberar o abastecimento dos veículos https://t.co/gMOQN9pg9C ",Positivo
#VALUE!,"APAE de Pará de Minas reiniciará transporte de alunos, após prefeitura liberar o abastecimento dos veículos https://t.co/tnD1S40cpZ ",Positivo
#VALUE!,"CAMINHO DA ESCOLA

​Prefeitos de 308 municípios de Minas Gerais receberam 401 ônibus escolares na manhã desta... https://t.co/utEaiDNB9l ",Positivo
