    ,Text,Classificacao
861,"Encomendas à indústria alemã caem mais que o esperado em novembro Estado de Minas Frankfurt, 06 - As encomendas à… https://t.co/6oGi48D67m     ",Neutro
862,"Endividando ainda mais o Estado de MG.  E Quem pagará a conta,  é o povo mineiro. Será que ele coleciona helicópter… https://t.co/OKz9c8nSfQ   ",Negativo     
863,"Enquanto isso, o Governador do Estado de Minas Gerais, Fernando Pimentel, coloca o helicóptero do governo para... https://t.co/KdnPamlNub      ",Negativo     
864,"então bora, uai... (@ LFG in Governador Valadares, Minas Gerais) https://t.co/FsD39XHIfq                                                       ",Neutro
865,Entrará para a história como o pior governador de Minas. https://t.co/9D1y8z6Yvz                                                                 ,Negativo     
866,Equipamentos foram instalados em diferentes regiões do estado em fase experimental. https://t.co/uMVUYOEkL0 https://t.co/TLls7w4WFg              ,Neutro
867,"Es enserio que piden segunda para ir al telo por estado de Facebook???? Encima las minas comentan ""yoo acá"" ���                              ",Neutro
868,Esbórnia do Governador do PT de Minas:Uso de helicóptero por Pimentel motiva protesto de servidores em MG.https://t.co/1v4GxlxcB3                ,Negativo     
869,"Escala pagamento IPVA 2017 no Estado de Minas Gerais.

Fique atento aos prazos. https://t.co/GNScRbC6CZ                                        ",Neutro
870,"Escândalo da Odebrecht pode punir partido governista do Equador, diz Eurasia - Internacional - Estado de Minas https://t.co/scsBpQ9Mye         ",Neutro
871,"Essa frase tá errada. Que decepção.
""Bandeira do estado de Minas Gerais completa hoje 54 anos que fora instituída oficial.""                  ",Neutro
872,Esse cara não tem capacidade para governar um estado do porte de MG!!! https://t.co/KlWBdHSkwi                                                   ,Negativo     
873,"Esse governo de Minas Gerais é ridículo! PT entrou, IPVA de um veículo que era de R$75 em média, passou para R$400! #vergonha #mg #forapt      ",Negativo     
874,Esse Pimentel é o mesmo PTIsta que governa o estado de MG que decretou estado de calamidade financeira mês passado? https://t.co/HQ85ROeGHM      ,Negativo     
875,"Esse Secretário de Temer, o imbecil Bruno Júlio (PMDB-MG),  é a cara do governo Golpista.                                                      ",Negativo     
876,"Está aí o ""exemplo"" de gerência que esse bando de criminosos instaurou em MG e no país. Esse sujeito deveria... https://t.co/O4JM8sKLPH      ",Negativo     
877,Esta é a capa do Estado de Minas deste sábado. Saiba tudo em https://t.co/HOLeI79uo2 https://t.co/jCQDW69PpR                                     ,Neutro
878,Esta é a capa do Estado de Minas deste sábado. Saiba tudo em https://t.co/rapYrfsnzQ https://t.co/BN2QsuZKmx                                     ,Neutro
879,Esta é a capa do Estado de Minas deste sábado. Saiba tudo em https://t.co/sHEfJgzWLp https://t.co/EAJHXseC9A                                     ,Neutro
880,Estado amplia para 23 o número de casos suspeitos de #FebreAmarela em Minas https://t.co/7BzpcWkNHg                                              ,Neutro
881,Estado amplia para 23 o número de casos suspeitos de #FebreAmarela em Minas https://t.co/AgucIyOmFN                                              ,Neutro
882,Estado amplia para 23 o número de casos suspeitos de febre amarela em Minas https://t.co/79wlyHctV8                                              ,Neutro
883,Estado amplia para 23 o número de casos suspeitos de febre amarela em Minas https://t.co/AyHPkwUoFq https://t.co/w4ImUje8EM                      ,Neutro
884,Estado amplia para 23 o número de casos suspeitos de febre amarela em Minas https://t.co/eIQDT8ZBip https://t.co/RnMG0UDoiQ                      ,Neutro
885,Estado amplia para 23 o número de casos suspeitos de febre amarela em Minas https://t.co/Fi4GYuTs5F https://t.co/WC1vdwwRJN                      ,Neutro
886,Estado amplia para 23 o número de casos suspeitos de febre amarela em Minas https://t.co/fTRcYSf593                                              ,Neutro
887,Estado amplia para 23 o número de casos suspeitos de febre amarela em Minas https://t.co/hSu6kUwwjI https://t.co/f1YjNilD3r                      ,Neutro
888,Estado amplia para 23 o número de casos suspeitos de febre amarela em Minas https://t.co/KfR5aX104l https://t.co/IXkJHc8B6p                      ,Neutro
889,Estado amplia para 23 o número de casos suspeitos de febre amarela em Minas https://t.co/tom4YOYyyF https://t.co/H05yiTZAwe                      ,Neutro
890,Estado amplia para 23 o número de casos suspeitos de febre amarela em Minas https://t.co/VxR83sDrW8 https://t.co/1VGJlVNRfu                      ,Neutro
891,Estado amplia para 23 o número de casos suspeitos de febre amarela em Minas https://t.co/xitdb3QqEr https://t.co/x3SpXGEGcw                      ,Neutro
892,Estado amplia para 23 o número de casos suspeitos de febre amarela em Minas https://t.co/ZBsRvNjQUB https://t.co/AjhDC0EebY                      ,Neutro
893,"Estado de atenção para escorregamento nas subprefeituras: BT, CL, JA, PR, PJ e MG. (Def. Civil) #spagora                                       ",Neutro
894,"Estado de atenção para escorregamento nas subprefeituras: BT, CL, JA, PR, PJ e MG. (Def. Civil) #spagora (@saopaulo_agora)                     ",Neutro
895,Estado de calamidade pública está a vida do servidor de MG... pgto em parcelas!  https://t.co/nJQnn3e5TM                                         ,Negativo     
896,"Estado de Minas Ataque a líder da Igreja Mundial, pastor Valdemiro, é transmitido ao vivo Estado de Minas São Paulo… https://t.co/gnCD6L649s   ",Neutro
897,Estado de Minas em estado de calamidade comprou 2 elicopteros novos. Pode??                                                                      ,Negativo     
898,Estado de Minas Gerais quebrado e ainda se apropriando dos recursos judiciais que pertencem às partes dos processos. Fim da moralidade.          ,Negativo     
899,"Estado de Minas Gerais, tem como representante oficial da Federação Brasileira de Parataekwondo… https://t.co/iqokyPzesE                       ",Neutro
900,"Estado de Minas Gerais,cidade de  Juiz De Fora https://t.co/DoEBHwZyAn                                                                         ",Neutro
901,Estado de Minas. Febre amarela traz medo a Minas. https://t.co/DirCaIZbhg                                                                        ,Neutro
902,Estado de Minas. Metrô e anel fora dos planos em 2017. https://t.co/Hm1dXjAEKJ                                                                   ,Negativo     
903,Estado de Minas. Surto de malária em Diamantina https://t.co/Ezi7k00c1a                                                                          ,Neutro
904,Estado de Minas. Violência avança no interior de Minas. https://t.co/lBD9NDRkDf                                                                  ,Neutro
905,Estado de Minas: Surto de febre amarela provoca corrida por vacinas no interior de Minas. https://t.co/kCxyYuT9Qr                                ,Neutro
906,Estado recomenda atenção especial contra malária no Vale do Jequitinhonha - Gerais - Estado de Minas https://t.co/WGuNO0GKKE                     ,Neutro
907,"Estilo petista de governar
Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/iBSSW3UJte                         ",Negativo     
908,"Esto es asi, vos le das mg a este estado & si te llega un corazón al privado tenes que salir conmigo ���                                       ",Neutro
909,"Estos wachins q le dan mg al estado
Un bife a cada uno �                                                                                       ",Neutro
910,Estou em Governador Valadares-MG na 1ª IEQ com meu amigo @prflamarion hoje e amanha na Confência do Espírito Santo. https://t.co/PhSU6tTjPS      ,Neutro
911,"Estoy Feliz y debo de haber estado soñando o @PPTeamLesslie Me dio MG :O WOW!!
@PolinesiosFanss Mi cuenta de Poline… https://t.co/bU8KgdRjsp   ",Neutro
912,estoy ignorando todo programa donde haya estado seokjin donde se hace el capo con las minas xq si los llego a ver me revienta la vena            ,Neutro
913,"Eu já sabia, que ver os maus caráter vermelhos defender este bandido!!! Você aí que votou neste cafageste,... https://t.co/KPAHU6dTWQ          ",Negativo     
914,eu nasci no fim do mundo de MG e achava q o estado todo era daquele jeito mas uberlândia eh top                                                  ,Neutro
915,"Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acre… https://t.co/fXwhhKAgre   ",Neutro
916,Eu quero! Azul começa venda de passagens de BH para Buenos Aires por R$ 357 o trecho - Economia - Estado de Minas https://t.co/vEZr09ZWpm        ,Neutro
917,EUA e UE condenam ataque com caminhão que matou quatro pessoas em Jerusalém - Estado de Minas https://t.co/OxhI33N3pt                            ,Neutro
918,EUA e UE condenam ataque com caminhão que matou quatro pessoas em Jerusalém - Estado de Minas… https://t.co/ulrcC4xZ5D                           ,Neutro
919,EUA: Trump escolhe formalmente Dan Coats como Diretor Nacional ... - Estado de Minas https://t.co/QqrF7KjNSW                                     ,Neutro
920,Ex-diretor do governo de Minas. Saiu da Agência de Desenvolvimento da Região Metropolitana de BH em maio/2016 https://t.co/7DE3kDB0FL            ,Neutro
921,Ex-jogador do América sofre acidente e é internado em MG - Gerais - Estado de Minas https://t.co/4vJilXZmKP                                      ,Neutro
922,Êxodo rural e crescimento desordenado aumentam número de favelas no interior de Minas - Gerais - Estado de Minas https://t.co/ulpuJ6BVTM         ,Neutro
923,Fa como 28 Mg tiene ese Estado que tire para el �� hay diosss *-*                                                                                ,Neutro
924,"'Falo sobre isso na semana que vem', diz Doria sobre tarifa de transporte - Nacional - Estado de Minas https://t.co/J6VO9jh44k                 ",Neutro
925,falou que o altetico mg é o maior do estado já sei que tem problema mental                                                                       ,Neutro
926,Família do Norte filma decapitação e distribui imagens - Nacional - Estado de Minas https://t.co/AStSjoovVM                                      ,Neutro
927,FBI investiga motivação de ataque que deixou mortos em aeroproto da Flórida - Estado de Minas https://t.co/BARPmpepFC                            ,Neutro
928,"Fernando Pimentel (PT),decretou estado de calamidade financeira e vem atrasando os salários do funcionalismo públic… https://t.co/IcAq2BOLmr   ",Negativo     
929,"Fernando Pimentel , governador petista de Minas, já tem um e vai comprar mais dois. https://t.co/6icOFoh1uT                                    ",Negativo     
930,"Fernando Pimentel, o governador que decretou “calamidade financeira” no Estado de Minas Gerais e parcelou os... https://t.co/zvhWo4Czah        ",Negativo     
931,Fezes e pelo de roedor são encontrados em arroz distribuído na Grande BH - Gerais - Estado de Minas https://t.co/aYADGLP8BQ                      ,Neutro
932,Fiat Chrysler anuncia criação de 2.000 empregos nos EUA - Internacional - Estado de Minas https://t.co/HK0WoUko8I // Trump é confiante..//       ,Neutro
933,Fiat Chrysler anuncia criação de 2.000 empregos nos EUA - Internacional - Estado de Minas https://t.co/sB849VWiHf                                ,Neutro
934,"Filho + Esposa

Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros via @UOLNoticias @UOL  https://t.co/MVUL0j8ZxM     ",Negativo     
935,"Fiquem ligados que dia 15 de janeiro acontecerá a virada de lote do #CarnavalExclusiveBH.
Saiba mais em nosso site:… https://t.co/I94if3pcF2   ",Neutro
936,"'Foi mídia no mundo todo, arrancamos várias cabeças', comemora funk de facção - Nacional - Estado de Minas https://t.co/EjRjGyo7OI             ",Neutro
937,"Foi muito bom estar com esse povo lindo de Governador Valadares - MG , obrigado pr Flamarion e… https://t.co/yaGCZmCMQb                        ",Neutro
938,Folia de Reis deverá ser declarada patrimônio cultural imaterial de Minas Gerais - Gerais - Estado de Minas https://t.co/muG0E6p6yU              ,Neutro
939,Folia de Reis é declarada patrimônio cultural imaterial de Minas Gerais - Gerais - Estado de Minas https://t.co/D0xd5jACtP                       ,Neutro
940,Folia de Reis é reconhecido como Patrimônio Imaterial do Estado de MG https://t.co/H1UvI11emV                                                    ,Neutro
941,Folias de Minas são reconhecidas como bens imateriais do Estado https://t.co/1PtRoxbH5Y https://t.co/vaouKR508m                                  ,Neutro
942,Folias de Minas são reconhecidas como bens imateriais do Estado https://t.co/2MKBxx5P1u https://t.co/7rRyyXMbuB                                  ,Neutro
943,FOQUEM AQUI NESSA MULHER #embuscadaspanicats  minha amiga super preparada. VEM @programapanico pra Governador Valad… https://t.co/Y0XjREW3rz     ,Neutro
944,"Fóruns Regionais vão eleger novos prefeitos e vereadores p/ o Colegiado Executivo e avançar na participação popular
https://t.co/DXDD9q3DID    ",Neutro
945,Freira News: Cinco aplicativos e sites que vão te auxiliar a aumentar sua ... - Estado de Minas https://t.co/XYiC7TA4fN                          ,Neutro
946,"Fui parar em contagem, estado de minas e dahora                                                                                                ",Neutro
947,Funcionário do consulado dos EUA baleado no México - Estado de Minas https://t.co/cTr7dJNQIo https://t.co/BGPbs5HEjl                             ,Neutro
948,Funcionário do consulado dos EUA baleado no México - Estado de Minas https://t.co/kr6fHoQk4M                                                     ,Neutro
949,Funed investiga cinco mortes por suspeita de febre amarela em Minas - Gerais - Estado de Minas https://t.co/0eXMlnMKr8                           ,Neutro
950,G1 Sul de Minas |  Defesa Civil de MG confirma 16ª morte pela chuva no estado https://t.co/oHUGmesaw4 https://t.co/L7NR80Lw9I                    ,Neutro
951,Gabriel O Pensador conta susto que passou em Três Corações por causa de raio - Gerais - Estado de Minas https://t.co/ypdFO1yTVl                  ,Neutro
952,"Galeria Adriana Varejão no Inhotim em Brumadinho BH
Fotografia de Euler Júnior/Jornal O Estado de Minas https://t.co/1Kvpyxywxz                ",Neutro
953,Garota que morreu em carro arrastado em MG é a 16ª vítima do período chuvoso 2016/2017 - Gerais - Estado de Minas https://t.co/VZEg0SHQ69        ,Neutro
954,Gente de Minas é tão amorzinho! Melhor estado ❤                                                                                                  ,Neutro
955,"Gente isso não é calor ... é amostra grátis do inferno ! Só pode ! (@ São Luís in São Luís, Estado de Minas Gerais) https://t.co/edTYtH9w6Q    ",Neutro
956,Gilmar Mendes integra comitiva de Temer em viagem a Lisboa - Estado de Minas https://t.co/a1lgDHfgXd #notícias https://t.co/FWrwfrtWmF           ,Neutro
957,Gilmar Mendes integra comitiva de Temer em viagem a Lisboa - Politica - Estado de Minas https://t.co/tXjGfpf4A0                                  ,Neutro
958,Gonzalo tan solo con dos mg me cambia el estado de animo totalmente��                                                                            ,Neutro
959,Gostei de um vídeo @YouTube https://t.co/JsL7SQ5gt9ção gontijo parada governador valadares MG                                                    ,Neutro
960,Gostei de um vídeo @YouTube https://t.co/MRMFxbc4o1ção gontijo parada governador valadares MG                                                    ,Neutro
961,Gostei de um vídeo @YouTube https://t.co/niF4d6r67d Parapente- Governador Valadares -MG                                                          ,Neutro
962,Gostei de um vídeo @YouTube https://t.co/p9wn4UQIv1 top no pico da ibituruna.em Governador Valdares-MG                                           ,Neutro
963,Governador de MG uma VERGONHA NACIONAL e cara-de-pau @GPronaldo13 @New_Delia @neusamandrade @LeilaneNeubarth @carlastrass @leticiaoliveira �     ,Negativo     
964,Governador de MG_ busca filho em gandaia com helicóptero do Governo: https://t.co/6YCeCXEBTt via @YouTube                                        ,Negativo     
965,Governador de Minas destaca as conquistas no balanço de sua gestão Confira algumas ações que envolveram... https://t.co/YlEbGpWtv8               ,Positivo
966,Governador de Minas é chamado de vagabundo e ladrão em shopping de São Paulo https://t.co/m9tAhofucm                                             ,Negativo     
967,Governador De Minas Se Defende Em Redes Sociais Por Levar Filho Em Festa No Helicópero Do Estado: https://t.co/gJlGuK1a7w via                    ,Negativo     
968,Governador De Minas Se Defende Em Redes Sociais Por Levar Filho Em Festa... https://t.co/VZ1crODPbF via @YouTube                                 ,Negativo     
969,Governador de Minas usa helicóptero do Estado para buscar filho em festa via @UOLNoticias @UOL  https://t.co/7otUsWwawX                          ,Negativo     
970,"Governador de Minas, que usou helicóptero para buscar seu filho em uma festa, quer comprar mais dois  ... -… https://t.co/gX3EkMe4LV           ",Negativo     
971,Governador do AM solicita apoio da Força Nacional ao Ministério da Justiça – Estado de… https://t.co/mkEg9DYvV4                                  ,Neutro
972,"Governador mandar prender gerente de banco público,isso sim é ato fascista,privatiza logo tudo, chega destas facçõe… https://t.co/upjbLURmlq   ",Neutro
973,"Governador petista Fernando Pimentel e aliados, querem mordomias na crise, e que o povo pague a conta. https://t.co/aK44RSfuk6                 ",Negativo     
974,Governador Petista Têm se dedicado ao seu novo negócio: _ HELICÓPTEROS.... https://t.co/ZtLv54pCJm                                               ,Negativo     
975,Governador Valadares registra dois assassinatos em menos de uma hora  https://t.co/32CqRFyJmq                                                    ,Neutro
976,Governador Valadares registra dois assassinatos em menos de uma hora  https://t.co/QvBQCxes8B                                                    ,Neutro
977,Governador Valadares registra dois assassinatos em menos de uma hora  https://t.co/QvBQCxes8B                                                    ,Neutro
978,Governador Valadares registra dois assassinatos em menos de uma hora https://t.co/677XPXfi7A #SomosTodosDilma #Raynniere #BuyRaynniereOnIt…      ,Neutro
979,Governador Valadares registra dois assassinatos em menos de uma hora https://t.co/7ivjhH1NJo https://t.co/EpRmvbdxXQ                             ,Neutro
980,Governador Valadares registra dois assassinatos em menos de uma hora https://t.co/9KIGJ6nsFJ https://t.co/gNTHfS3FbO                             ,Neutro
981,Governador Valadares registra dois assassinatos em menos de uma hora https://t.co/HK5qFkbdyL #G1 https://t.co/ueYYusbEV4                         ,Neutro
982,Governador Valadares registra dois assassinatos em menos de uma hora https://t.co/nSo8So6HAL https://t.co/xeuK988t8h                             ,Neutro
983,Governador Valadares registra dois assassinatos em menos de uma hora https://t.co/Phukup2i3R #timbeta #sdv https://t.co/FkOd6Islfi               ,Neutro
984,Governador Valadares registra dois assassinatos em menos de uma hora https://t.co/xqFFnRl4V7 https://t.co/jaKRCTWwSz                             ,Neutro
985,Governador Valadares será contagiada pelo sertanejo neste fim de semana https://t.co/RqxS3ScOEE https://t.co/Y39vB1dcBk                          ,Neutro
986,Governador veta mudança em Código de Ética dos Militares https://t.co/YbHkv9jtAS                                                                 ,Neutro
987,"Governo Alckmin reajusta em até 7,1% tarifa de ônibus da EMTU - Estado de Minas https://t.co/X2dHnxVSPW                                        ",Neutro
988,Governo busca nome para substituir secretário que defendeu massacres - Politica - Estado de Minas https://t.co/QQxlNcsxTK                        ,Neutro
989,Governo busca nome para substituir secretário que defendeu massacres - Politica - Estado de Minas https://t.co/sdy6QQ42xs                        ,Neutro
990,Governo calotando DEPÓSITO JUDICIAL é o fim da picada. E a pior parte é o argumento do Governo de Minas dizendo que quem está errado é o BB.     ,Neutro
991,"Governo de #Minas gasta R$ 50,8 milhões com helicópteros https://t.co/KNJEi9SXxb  #politica                                                    ",Negativo     
992,"Governo de MG decretou estado de calamidade financeira, imagina você, se tivesse 'sobrando' dinheiro em caixa?

https://t.co/9ApnTHTHKA        ",Negativo     
993,"Governo de MG gasta R$ 50,8 milhões
com helicópteros https://t.co/xf9CIqQy9A #politica                                                         ",Negativo     
994,"Governo de MG gasta R$ 50,8 milhões com helicópteros - https://t.co/6OjygaSJRw https://t.co/xfqkiALEU6                                         ",Negativo     
995,"Governo de MG gasta R$ 50,8 milhões com helicópteros https://t.co/fCAAeVKruu                                                                   ",Negativo     
996,"Governo de MG gasta R$ 50,8 milhões com helicópteros https://t.co/FszuJ3zipO #SDV Via @exame https://t.co/IWdWdvZvq0                           ",Negativo     
997,"Governo de MG gasta R$ 50,8 milhões com helicópteros https://t.co/R4Tm4NMOck                                                                   ",Negativo     
998,Governo de MG investiga 14 mortes por febre amarela                                                                                              ,Neutro
999,Governo de MG investiga 14 mortes por febre amarela https://t.co/p9UJdo495I                                                                      ,Neutro
1000,Governo de MG põe em sigilo dados sobre voos de Pimentel - 08/05/2016 - Poder - Folha de S.Paulo https://t.co/yLtzvdaKYX                         ,Negativo     
1001,"Governo de MG põe em sigilo dados sobre voos de Pimentel https://t.co/5Ov5bzUaGx
ESCARNIO ZERO                                                 ",Negativo     
1002,Governo de MG põe em sigilo dados sobre voos de Pimentel https://t.co/9EKAF4tiD6 Via Folha de S.Paulo. Isso é um absurdo. #ForaPimentel          ,Negativo     
1003,Governo de MG põe em sigilo dados sobre voos de Pimentel https://t.co/BjHrqlR3d9                                                                 ,Negativo     
1004,Governo de MG põe em sigilo dados sobre voos de Pimentel https://t.co/fh2aAf2G5R                                                                 ,Negativo     
1005,Governo de MG põe em sigilo dados sobre voos de Pimentel https://t.co/Hkg7Oett4L                                                                 ,Negativo     
1006,Governo de MG põe em sigilo dados sobre voos de Pimentel https://t.co/MqxoTNqM2q                                                                 ,Negativo     
1007,Governo de MG põe em sigilo dados sobre voos de Pimentel https://t.co/TIrrAFLpgh                                                                 ,Negativo     
1008,Governo de MG põe em sigilo dados sobre voos de Pimentel https://t.co/UmgcGunT8t                                                                 ,Negativo     
1009,Governo de MG recorre ao STF contra o Banco do Brasil por descumprimento de ordem judicial https://t.co/nkHPTh3SqB                               ,Neutro
1010,"Governo de Minas adquire dois helicópteros para Bombeiros, PM e Defesa Civil - https://t.co/2fU57fTfKl                                         ",Neutro
1011,"Governo de Minas adquire helicópteros e outros equipamentos para a Defesa Civil, PM e Bombeiros… https://t.co/pEXtbXp0TB                       ",Neutro
1012,Governo de Minas aposta nos Arranjos Produtivos Locais https://t.co/R3ExalS5eq                                                                   ,Neutro
1013,Governo de Minas cria lei para coibir a depredação de escolas por alunos https://t.co/1Bbe6UcdLx https://t.co/NGLxrRuJkO                         ,Neutro
1014,Governo de Minas dá respostas à Justiça sobre calamidade financeira - Politica - Estado de Minas https://t.co/6jxqEJVYra                         ,Negativo     
1015,Governo de Minas deveria pedir a Istoé que apresente documentos que comprovem a manchete helicópteros de Pimentel.Ô gente chega de manobra       ,Negativo     
1016,Governo de Minas diz que CHP e Regional asseguram assistência regular à região de Barbacena  https://t.co/Vyrb2BxsA3                             ,Neutro
1017,Governo de Minas diz que CHP e Regional asseguram assistência regular à região de Barbacena https://t.co/smZcKwdrKe                              ,Neutro
1018,Governo de Minas emite nota sobre compra de helicópteros                                                                                         ,Neutro
1019,Governo de Minas entrega máquinas para pavimentação a 16 prefeituras do Alto Jequitinhonha https://t.co/3E55mTSyQm                               ,Neutro
1020,Governo de Minas Gerais compra mais 2 helicópteros após decretar estado de calamidade financeira - The News Brazil https://t.co/ZaGMC9Phlr       ,Negativo     
1021,Governo de Minas Gerais compra mais dois helicópteros - Política - Estadão https://t.co/efcmXC32tp                                               ,Negativo     
1022,Governo de Minas Gerais compra mais dois helicópteros - Política - Estadão https://t.co/m17EhT5RhS                                               ,Negativo     
1023,Governo de Minas Gerais compra mais dois helicópteros https://t.co/xfwbQHaiu9 Falido mas gastando https://t.co/F9yQI9Pyyq                        ,Negativo     
1024,"Governo de Minas Gerais gasta R$ 50,8 milhões com helicópteros https://t.co/3uuUoObyl1                                                         ",Negativo     
1025,"Governo de Minas Gerais gasta R$ 50,8 milhões com helicópteros https://t.co/anhvHGlzI0 https://t.co/2UfgjMYRv6                                 ",Negativo     
1026,"Governo de Minas Gerais gasta R$ 50,8 milhões com helicópteros https://t.co/e7XxKA5OjS via @UOLNoticias @UOL                                   ",Negativo     
1027,"Governo de Minas Gerais gasta R$ 50,8 milhões com helicópteros https://t.co/l40pLntLBB https://t.co/pURlpyMM1q                                 ",Negativo     
1028,"Governo de Minas Gerais gasta R$ 50,8 milhões com helicópteros https://t.co/L9MdUT4SPG                                                         ",Negativo     
1029,"Governo de Minas Gerais gasta R$ 50,8 milhões com helicópteros https://t.co/OPVgNDEBTP                                                         ",Negativo     
1030,"Governo de Minas Gerais gasta R$ 50,8 milhões com helicópteros https://t.co/pSIDVaZoJh via @UOLNoticias @UOL                                   ",Negativo     
1031,"Governo de Minas Gerais gasta R$ 50,8 milhões com helicópteros https://t.co/rp7WzeDyPH #timbeta #sdv ajudabeta                            ",Negativo     
1032,"Governo de Minas Gerais gasta R$ 50,8 milhões com helicópteros via @bol https://t.co/oblsgFwoYT                                                ",Negativo     
1033,"Governo de Minas Gerais gasta R$ 50,8 milhões com helicópteros via @UOLNoticias @UOL  https://t.co/37i4iqWlPh onda olha a onda .               ",Negativo     
1034,"Governo de Minas Gerais gasta R$ 50,8 milhões com helicópteros
Clique e saiba mais. https://t.co/zvrzVXdPhk                                    ",Negativo     
1035,"Governo de Minas Gerais gastará R$ 50,8 milhões com helicópteros https://t.co/VboKsx4OSQ via @UOLNoticias                                      ",Negativo     
1036,Governo de Minas Gerais reabre teatro histórico em Poços de Caldas após reforma e restauro | Secretaria Estadual... https://t.co/ges24dCK8B      ,Neutro
1037,Governo de Minas Gerais reconhece Folias de Reis como Patrimônio Imaterial do Estado - Confira no link:... https://t.co/NzSSbNbbaD               ,Neutro
1038,Governo de Minas Gerais reconhece Folias de Reis como Patrimônio Imaterial do Estado - Confira no link:... https://t.co/sfHWWffkaS               ,Neutro
1039,Governo de Minas Gerais reconhece Folias de Reis como Patrimônio Imaterial do Estado - https://t.co/DERqN4P7G4 https://t.co/PGoXl93ScV           ,Neutro
1040,"Governo de Minas Gerais reconhece Folias de Reis como Patrimônio Imaterial do Estado | Notícias - Atividade FM 99,1 https://t.co/khLoz9dBe3    ",Neutro
1041,Governo de Minas Gerais reconhece Folias de Reis como Patrimônio Imaterial do Estado https://t.co/KW4CpKlxSR                                     ,Neutro
1042,Governo de Minas Gerais reconhece Folias de Reis como Patrimônio Imaterial do Estado https://t.co/naOFRHhr5X                                     ,Neutro
1043,Governo de Minas Gerais reconhece Folias de Reis como Patrimônio Imaterial do Estado https://t.co/rBQirKS0GP                                     ,Neutro
1044,Governo de Minas Gerais reconhece Folias de Reis como Patrimônio Imaterial do Estado https://t.co/WxWFsTefz1                                     ,Neutro
1045,Governo de Minas Gerais reconhece Folias de Reis como Patrimônio Imaterial do Estado https://t.co/EcKtRDbkqj https://t.co/dQ3YIQPqHK             ,Neutro
1046,Governo De Minas Gerais: Justin fazer shows no interior! - Assine o abaixo-assinado! https://t.co/fiD8MVFD8e via @change_br                      ,Neutro
1047,Governo de Minas investiga casos suspeitos de febre amarela e malária https://t.co/0r2rkePHay #notícias                                          ,Neutro
1048,"Governo de Minas investiga casos suspeitos de febre amarela e malária no estado -
https://t.co/29dlM972lN                                      ",Neutro
1049,Governo de Minas investiga casos suspeitos de febre amarela e malária no estado https://t.co/fRq6quaKa0                                          ,Neutro
1050,Governo de Minas investiga casos suspeitos de febre amarela e malária no estado https://t.co/XhLUSklgbE #timbeta #sdv ajudabeta             ,Neutro
1051,Governo de Minas investiga casos suspeitos de febre amarela e malária no estado-https://t.co/gb05B3uD4O https://t.co/xVB9KBjTuH                  ,Neutro
1052,Governo de Minas logo vector https://t.co/frykrCjBn4                                                                                             ,Neutro
1053,Governo de RR pede ajuda federal e secretário fala em 'herança maldita' - Nacional - Estado de Minas https://t.co/fZBpFOYunh                     ,Neutro
1054,Governo do Amazonas identifica 8 lideranças da Família do Norte – Estado de Minas: UOL… https://t.co/NzBmsWXYuR                                  ,Neutro
1055,Governo do Rio paga nesta quinta parcela de R$ 316 dos salários de novembro - Estado de Minas https://t.co/2dVF5bXeEL                            ,Neutro
1056,Governo do Rio paga nesta quinta parcela de R$ 316 dos salários de novembro - Politica - Estado de Minas https://t.co/IcvuWMPRDf                 ,Neutro
1057,Governo em calamidade financeira: BB avisa Justiça que Minas não tem recursos https://t.co/0QQah2ObAh                                            ,Negativo     
1058,Governo em calamidade financeira: BB avisa Justiça que Minas não tem recursos https://t.co/2MR5lxXbnO https://t.co/qlPPZejCmB                    ,Negativo     
1059,Governo em calamidade financeira: BB avisa Justiça que Minas não tem recursos https://t.co/9feRA67OEK                                            ,Negativo     
1060,Governo em calamidade financeira: BB avisa Justiça que Minas não tem recursos https://t.co/9YFYbTqIKQ                                            ,Negativo     
1061,Governo em calamidade financeira: BB avisa Justiça que Minas não tem recursos https://t.co/bvM9x99hJp https://t.co/QSa5MxaMrf                    ,Negativo     
1062,Governo em calamidade financeira: BB avisa Justiça que Minas não tem recursos https://t.co/EbCQo0qzqk https://t.co/yWY99Uer29                    ,Negativo     
1063,Governo em calamidade financeira: BB avisa Justiça que Minas não tem recursos https://t.co/G10iH1HJVq https://t.co/kiU6KjM6Yo                    ,Negativo     
1064,Governo em calamidade financeira: BB avisa Justiça que Minas não tem recursos https://t.co/jeSVB62tyo                                            ,Negativo     
1065,Governo em calamidade financeira: BB avisa Justiça que Minas não tem recursos https://t.co/RbRH260YaY https://t.co/PO0RGXxOFr                    ,Negativo     
1066,Governo em calamidade financeira: BB avisa Justiça que Minas não tem recursos https://t.co/rLWqRQBw66 https://t.co/6CinUtGeEI                    ,Negativo     
1067,Governo em calamidade financeira: BB avisa Justiça que Minas não tem recursos https://t.co/TxeoFx0szN https://t.co/RckwEF5nGL                    ,Negativo     
1068,Governo em calamidade financeira: BB avisa Justiça que Minas não tem recursos https://t.co/u0KhqkVcQz https://t.co/aTLhOPqMyt                    ,Negativo     
